ID;INVOICENO;DATE_;CUSTOMERID;NAMESURNAME;CUSTOMERGENDER;CUSTOMERBIRTHDATE;ITEMCODE;ITEMNAME;UNITPRICE;BRAND;CATEGORY1;CATEGORY2;CATEGORY3;AMOUNT;PRICE;TOTALPRICE;REGION;CITY;TOWN;DISTRICT;ADDRESSTEXT;BARCODEDATE;INVOICEDATE
226;19112022-000056;2022-11-19 08:47:15.380;8379;Hatice Aycan;K;1971-12-19;000278;AY ÇEKİRDEĞİ 200 GR;31,2;MARKA-196;GIDA;BÜSKİVİ ÇEREZ;KURUYEMİŞ;4;27,26;109,04;İç Anadolu;Kayseri;İNCESU;VALİ İHSAN ARAS MAH.;VALİ İHSAN ARAS MAH.GÖKNAR CADDESİ SOKAK NO:806 99258 İNCESU/KAYSERİ;2022-11-19 08:47:54.970;2022-11-19 08:48:15.970
227;19112022-000056;2022-11-19 08:47:15.380;8379;Hatice Aycan;K;1971-12-19;001075;WOMEN 4LU;39,2;MARKA-96;KOZMETİK;TRAŞ MALZEMELERİ;BAYAN BIÇAK AKSESUAR;2;31,91;63,82;İç Anadolu;Kayseri;İNCESU;VALİ İHSAN ARAS MAH.;VALİ İHSAN ARAS MAH.GÖKNAR CADDESİ SOKAK NO:806 99258 İNCESU/KAYSERİ;2022-11-19 08:47:56.343;2022-11-19 08:48:15.970
228;14062022-000057;2022-06-14 08:45:01.373;9176;Zeynep Karslı;K;1977-04-22;001312;TATLI KAŞIĞI 6'LI;58;MARKA-154;EV;MUTFAK EŞYA GEREÇLERİ;SERVİS MALZEMELERİ;3;63,82;191,46;Ege;İzmir;KARABAĞLAR;REFET BELE MAH.;REFET BELE MAH.9131/24 SOKAK NO:516 119429 KARABAĞLAR/İZMİR;2022-06-14 08:45:14.037;2022-06-14 08:45:53.717
229;14062022-000057;2022-06-14 08:45:01.373;9176;Zeynep Karslı;K;1977-04-22;001125;KAHVALTILIK SOSİS SOYULMUŞ;58;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;SOSİS;2;49,32;98,64;Ege;İzmir;KARABAĞLAR;REFET BELE MAH.;REFET BELE MAH.9131/24 SOKAK NO:516 119429 KARABAĞLAR/İZMİR;2022-06-14 08:45:29.210;2022-06-14 08:45:53.717
230;21022022-000058;2022-02-21 08:50:10.387;5226;Zehra Arslanoğlu;K;1980-02-29;000064;650 KETÇAP+MAYONEZ;64;MARKA-200;GIDA;HAZIR YEMEKLER;KETÇAP MAYONEZ;4;69,62;278,48;Marmara;Kocaeli;KARTEPE;KAZAKBURUN MAH.;KAZAKBURUN MAH.AKSU SOKAK NO:421 119589 KARTEPE/KOCAELİ;2022-02-21 08:50:15.723;2022-02-21 08:51:09.200
231;21022022-000058;2022-02-21 08:50:10.387;5226;Zehra Arslanoğlu;K;1980-02-29;001316;DANA  KUŞBAŞI YAĞSIZ 500 GR.;119,6;MARKA-120;ET TAVUK;KIRMIZI ET;DANA;3;113,01;339,03;Marmara;Kocaeli;KARTEPE;KAZAKBURUN MAH.;KAZAKBURUN MAH.AKSU SOKAK NO:421 119589 KARTEPE/KOCAELİ;2022-02-21 08:50:23.930;2022-02-21 08:51:09.200
232;21022022-000058;2022-02-21 08:50:10.387;5226;Zehra Arslanoğlu;K;1980-02-29;001107;DANA DİLİM DÖNER 270 GR;78;MARKA-23;ET TAVUK;KÜMES HAYVANLARI;PİLİÇ;4;72,56;290,24;Marmara;Kocaeli;KARTEPE;KAZAKBURUN MAH.;KAZAKBURUN MAH.AKSU SOKAK NO:421 119589 KARTEPE/KOCAELİ;2022-02-21 08:50:33.267;2022-02-21 08:51:09.200
233;21022022-000058;2022-02-21 08:50:10.387;5226;Zehra Arslanoğlu;K;1980-02-29;000954;TEREYAĞI 500 GR;79,2;MARKA-75;SÜT KAHVALTILIK;TEREYAĞ MARGARİN;TEREYAĞ;2;106;212;Marmara;Kocaeli;KARTEPE;KAZAKBURUN MAH.;KAZAKBURUN MAH.AKSU SOKAK NO:421 119589 KARTEPE/KOCAELİ;2022-02-21 08:50:42.063;2022-02-21 08:51:09.200
234;21022022-000058;2022-02-21 08:50:10.387;5226;Zehra Arslanoğlu;K;1980-02-29;000146;SUCUK;303,6;MARKA-17;ET TAVUK;ET ŞARKÜTERİ;SUCUK;4;371,54;1486,16;Marmara;Kocaeli;KARTEPE;KAZAKBURUN MAH.;KAZAKBURUN MAH.AKSU SOKAK NO:421 119589 KARTEPE/KOCAELİ;2022-02-21 08:50:46.820;2022-02-21 08:51:09.200
235;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000846;AĞDA BANDI VÜCUT 12 Lİ;95,2;MARKA-184;KOZMETİK;MAKYAJ MALZEMELERİ;AĞDA;3;110,67;332,01;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:16.820;2022-06-01 08:48:21.823
236;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000171;ÇORBA TUTMAÇ;15,6;MARKA-210;GIDA;CORBA BULYON;CORBALAR;4;17,92;71,68;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:24.860;2022-06-01 08:48:21.823
237;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000589;KİREÇ ÇÖZÜCÜ 900 ML;27,6;MARKA-48;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;3;31,47;94,41;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:26.093;2022-06-01 08:48:21.823
238;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000423;1 LT FLORA YUMUŞATICI;23,92;MARKA-223;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR YUMUŞATICI;4;31,94;127,76;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:34.197;2022-06-01 08:48:21.823
239;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000361;SAÇ BOYASI  9-5  BAL;71,2;MARKA-156;KOZMETİK;SAÇ BAKIM;SAÇ BOYALARI;1;78,15;78,15;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:40.633;2022-06-01 08:48:21.823
240;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000583;KÖFTELİK BULGUR 1KG;18,8;MARKA-35;GIDA;BAKLİYAT-MAKARNA;PAKET BAKLİYAT;1;27,53;27,53;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:47:54.320;2022-06-01 08:48:21.823
241;01062022-000059;2022-06-01 08:46:53.453;7847;Melih Güner;E;1960-07-22;000196;KONSERVE BARBUNYA PİLAKİ 425GR;27,6;MARKA-197;GIDA;HAZIR YEMEKLER;HAZIR YEMEK;2;27,08;54,16;Güneydoğu Anadolu;Siirt;SİİRT MERKEZ;ALAN MAH.;ALAN MAH.1652. SOKAK NO:72 109229 SİİRT MERKEZ/SİİRT;2022-06-01 08:48:00.547;2022-06-01 08:48:21.823
242;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;001059;DAMAKLI SİLİKON EMZİK NO:2;30;MARKA-218;BEBEK;BEBEK BAKIM;BEBEK BAKIM MALZEMELERİ;4;30,7;122,8;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:47:43.877;2022-09-19 08:48:38.330
243;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;000472;FİLM ŞERİTLİ ÇERÇEVE KÜÇÜK;21,2;MARKA-220;EV;MUTFAK EŞYA GEREÇLERİ;CAM EL ALETLERİ;4;20,35;81,4;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:47:46.363;2022-09-19 08:48:38.330
244;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;001300;ŞU BÖREĞİ 800 GR;107,6;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;KAVURMA;2;116,89;233,78;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:48:00.717;2022-09-19 08:48:38.330
245;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;000777;SALGAM SUYU 1000 ML ACILI;13,2;MARKA-90;İÇECEK;GAZSIZ İÇECEK;ŞALGAM SUYU;4;14,7;58,8;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:48:14.630;2022-09-19 08:48:38.330
246;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;000002;MISIRÖZÜ YAĞI 1LT.PET ŞİŞE;39,6;MARKA-79;GIDA;SIVI YAĞLAR;MISIRÖZÜ;4;34,54;138,16;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:48:20.717;2022-09-19 08:48:38.330
247;19092022-000060;2022-09-19 08:47:28.480;8983;Tayfun Coşkun;E;1986-06-14;000807;2 IN 1 AHŞAP VE SERT YÜZEY TEMİZLEYİCİ 1 LT;36;MARKA-86;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;AHŞAP TEMİZLEYİCİ;3;22,75;68,25;Marmara;İstanbul;SANCAKTEPE;MEVLANA MAH.;MEVLANA MAH.KOÇBEY SOKAK NO:206 119346 SANCAKTEPE/İSTANBUL;2022-09-19 08:48:23.350;2022-09-19 08:48:38.330
248;26022022-000061;2022-02-26 08:45:08.453;8986;Resul Namoğlu;E;1957-04-25;000181;CİPS SADE PATATES 129 GR TIRTIKLI;20;MARKA-116;GIDA;BÜSKİVİ ÇEREZ;CİPS;4;30,32;121,28;Marmara;İstanbul;PENDİK;YENİ MAHALLE MAH.;YENİ MAHALLE MAH.LALE SOKAK NO:791 96123 PENDİK/İSTANBUL;2022-02-26 08:45:19.173;2022-02-26 08:46:08.970
249;26022022-000061;2022-02-26 08:45:08.453;8986;Resul Namoğlu;E;1957-04-25;001062;KULPLU BARDAK;74,8;MARKA-218;BEBEK;BEBEK BAKIM;BEBEK BAKIM MALZEMELERİ;1;98,14;98,14;Marmara;İstanbul;PENDİK;YENİ MAHALLE MAH.;YENİ MAHALLE MAH.LALE SOKAK NO:791 96123 PENDİK/İSTANBUL;2022-02-26 08:45:32.283;2022-02-26 08:46:08.970
250;26022022-000061;2022-02-26 08:45:08.453;8986;Resul Namoğlu;E;1957-04-25;000476;350 ML SAÇ KREMİ GÜÇLÜ VE PARLAK;42;MARKA-77;KOZMETİK;SAÇ BAKIM;ŞAMPUAN SONRASI ÜRÜNLER;4;48,51;194,04;Marmara;İstanbul;PENDİK;YENİ MAHALLE MAH.;YENİ MAHALLE MAH.LALE SOKAK NO:791 96123 PENDİK/İSTANBUL;2022-02-26 08:45:37.550;2022-02-26 08:46:08.970
251;26022022-000061;2022-02-26 08:45:08.453;8986;Resul Namoğlu;E;1957-04-25;001213;ŞEKERPARE;14;MARKA-100;GIDA;UNLU MAMÜLLER;TATLILAR;3;15,38;46,14;Marmara;İstanbul;PENDİK;YENİ MAHALLE MAH.;YENİ MAHALLE MAH.LALE SOKAK NO:791 96123 PENDİK/İSTANBUL;2022-02-26 08:45:51.587;2022-02-26 08:46:08.970
252;26022022-000061;2022-02-26 08:45:08.453;8986;Resul Namoğlu;E;1957-04-25;001328;TOZ SABUN 500GR.LAVANTA;58;MARKA-101;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;TOZ SABUNLAR;1;69,59;69,59;Marmara;İstanbul;PENDİK;YENİ MAHALLE MAH.;YENİ MAHALLE MAH.LALE SOKAK NO:791 96123 PENDİK/İSTANBUL;2022-02-26 08:45:52.940;2022-02-26 08:46:08.970
253;18072022-000062;2022-07-18 08:45:08.473;4535;"Baran Atıcı ";E;1951-06-20;000987;603 MANİKÜR SET;50;MARKA-131;KOZMETİK;MAKYAJ MALZEMELERİ;MANİKUR PEDİKÜR ÜRÜNLERİ;2;46,01;92,02;Marmara;İstanbul;BÜYÜKÇEKMECE;HÜRRİYET MAH.;HÜRRİYET MAH.YELKEN SOKAK NO:145 96342 BÜYÜKÇEKMECE/İSTANBUL;2022-07-18 08:45:21.130;2022-07-18 08:45:53.603
254;18072022-000062;2022-07-18 08:45:08.473;4535;"Baran Atıcı ";E;1951-06-20;000653;DOLMALIK FISTIK 25GR;68,8;MARKA-18;GIDA;TUZ BAHARAT;BAHARAT;1;67,04;67,04;Marmara;İstanbul;BÜYÜKÇEKMECE;HÜRRİYET MAH.;HÜRRİYET MAH.YELKEN SOKAK NO:145 96342 BÜYÜKÇEKMECE/İSTANBUL;2022-07-18 08:45:35.027;2022-07-18 08:45:53.603
255;18072022-000062;2022-07-18 08:45:08.473;4535;"Baran Atıcı ";E;1951-06-20;000070;MİNİ ÇÖP KOVASI NO.0;60;MARKA-12;EV;MUTFAK EŞYA GEREÇLERİ;PLASTİK EV GEREÇLERİ;1;88,45;88,45;Marmara;İstanbul;BÜYÜKÇEKMECE;HÜRRİYET MAH.;HÜRRİYET MAH.YELKEN SOKAK NO:145 96342 BÜYÜKÇEKMECE/İSTANBUL;2022-07-18 08:45:43.753;2022-07-18 08:45:53.603
256;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;000735;ÇÖP TORBASI;92;MARKA-210;EV;MUTFAK EŞYA GEREÇLERİ;ÜRÜN SAKLAMA;4;91,59;366,36;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:09.850;2022-07-14 08:54:20.260
257;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;000026;CHOCO MÜFFİN;4;MARKA-210;GIDA;BÜSKİVİ ÇEREZ;KEK;1;3,52;3,52;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:19.633;2022-07-14 08:54:20.260
258;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;001261;SİMPLY 3;88;MARKA-96;KOZMETİK;TRAŞ MALZEMELERİ;BAYAN BIÇAK AKSESUAR;1;95;95;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:26.233;2022-07-14 08:54:20.260
259;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;001319;VİŞNE SUYU 1+5;26;MARKA-54;İÇECEK;GAZSIZ İÇECEK;KONSANTİRE İÇECEK;3;29,39;88,17;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:33.693;2022-07-14 08:54:20.260
260;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;001136;PASPAS YEDEK;76;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK SETİ;3;66,14;198,42;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:37.187;2022-07-14 08:54:20.260
261;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;000838;COLA 2 LT;22;MARKA-162;İÇECEK;GAZLI İÇECEK;COLA;2;28,45;56,9;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:51.067;2022-07-14 08:54:20.260
262;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;001068;ŞEKER ÇİLEK;6;MARKA-210;GIDA;BAYRAMLIK;ŞEKERLEME;1;6,52;6,52;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:53:58.443;2022-07-14 08:54:20.260
263;14072022-000063;2022-07-14 08:53:04.497;3968;"Eylül Kök ";K;1977-06-28;000226;YAĞLI PİŞİRME KAĞIDI KESİLMİŞ;38,8;MARKA-52;EV;MUTFAK EŞYA GEREÇLERİ;PİŞİRME GEREÇLERİ;2;42,83;85,66;Ege;Manisa;MANİSA MERKEZ;GÜZELYURT MAH.;GÜZELYURT MAH.5785. SOKAK NO:810 103019 MANİSA MERKEZ/MANİSA;2022-07-14 08:54:10.500;2022-07-14 08:54:20.260
264;27012022-000064;2022-01-27 08:46:53.527;4627;Duran Kaftancıoğlu;E;1978-03-30;000018;MİNİ ÇİKOLATA 5 Lİ;10;MARKA-210;GIDA;BÜSKİVİ ÇEREZ;BÜSKİVİ;4;10,12;40,48;İç Anadolu;Ankara;KIZILCAHAMAM;KOCALAR KÖYÜ;KOCALAR KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:122 123968 KIZILCAHAMAM/ANKARA;2022-01-27 08:47:04.243;2022-01-27 08:47:39.703
265;27012022-000064;2022-01-27 08:46:53.527;4627;Duran Kaftancıoğlu;E;1978-03-30;000984;BÖCEKLERE KARŞI AEROSOL;46,8;MARKA-24;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;HAŞERE ÖLDÜRÜCÜ;2;39,48;78,96;İç Anadolu;Ankara;KIZILCAHAMAM;KOCALAR KÖYÜ;KOCALAR KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:122 123968 KIZILCAHAMAM/ANKARA;2022-01-27 08:47:14.120;2022-01-27 08:47:39.703
266;27012022-000064;2022-01-27 08:46:53.527;4627;Duran Kaftancıoğlu;E;1978-03-30;001036;SOYA SOSU 250 ML;47,6;MARKA-132;GIDA;TUZ BAHARAT;SOS;1;42,01;42,01;İç Anadolu;Ankara;KIZILCAHAMAM;KOCALAR KÖYÜ;KOCALAR KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:122 123968 KIZILCAHAMAM/ANKARA;2022-01-27 08:47:28.190;2022-01-27 08:47:39.703
267;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;001180;TRAŞ SONRASI 50ML KREM;44;MARKA-15;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ SONRASI ÜRÜNLER;2;35,56;71,12;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:17.207;2022-08-18 08:52:21.647
268;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;000750;ZEYTİNYAĞLI KASE 250GR;18,8;MARKA-26;SÜT KAHVALTILIK;TEREYAĞ MARGARİN;MARGARİNLER;3;31,93;95,79;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:23.683;2022-08-18 08:52:21.647
269;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;000583;KÖFTELİK BULGUR 1KG;18,8;MARKA-35;GIDA;BAKLİYAT-MAKARNA;PAKET BAKLİYAT;1;17,48;17,48;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:27.643;2022-08-18 08:52:21.647
270;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;001341;TALK PUDRA 50GR.ZARF;34;MARKA-57;BEBEK;BEBEK BAKIM;PUDRALAR;2;37,69;75,38;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:40.047;2022-08-18 08:52:21.647
271;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;001141;TAVUK SUYU 2 ADET;14,8;MARKA-125;GIDA;CORBA BULYON;BULYONLAR;3;16,41;49,23;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:44.787;2022-08-18 08:52:21.647
272;18082022-000065;2022-08-18 08:51:07.550;8925;"İrfan Sümer ";E;1955-04-20;000295;RENKLİLER  1 LT;31,6;MARKA-165;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR RENK KORUYUCU;2;27,18;54,36;Karadeniz;Samsun;ATAKUM;YENİMAHALLE MAH.;YENİMAHALLE MAH.3251. SOKAK NO:564 119774 ATAKUM/SAMSUN;2022-08-18 08:51:59.323;2022-08-18 08:52:21.647
273;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000171;ÇORBA TUTMAÇ;15,6;MARKA-210;GIDA;CORBA BULYON;CORBALAR;1;10,81;10,81;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:50:32.887;2022-06-15 08:51:19.863
274;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000042;KONSERVE GARNİTUR 530GR.;22,8;MARKA-200;GIDA;HAZIR YEMEKLER;KONSERVE;2;31,2;62,4;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:50:35.250;2022-06-15 08:51:19.863
275;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000628;TRAŞ KÖPÜĞÜ 200 ML ANTİBAKTARİYEL;70,8;MARKA-149;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ KÖPÜK KREM JELLER;1;58,58;58,58;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:50:38.947;2022-06-15 08:51:19.863
276;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000038;MAX 2Lİ KALEM PİL AA;39,2;MARKA-71;EV;ELEKTRONİK;PİL;2;50,21;100,42;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:50:48.527;2022-06-15 08:51:19.863
277;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000562;SAKIZ TROPİK 27 GR;20;MARKA-92;GIDA;SAKIZ SEKERLEME;SAKIZ;3;18,84;56,52;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:50:54.263;2022-06-15 08:51:19.863
278;15062022-000066;2022-06-15 08:50:23.570;801;Nuran Sözer;K;1981-01-23;000048;REÇEL PORTAKAL 380GR;33,2;MARKA-200;SÜT KAHVALTILIK;KAHVALTILIK;REÇEL;3;45,79;137,37;Marmara;Tekirdağ;ÇERKEZKÖY;KAPAKLI-ATATÜRK MAH.;KAPAKLI-ATATÜRK MAH.RÜYA SOKAK NO:521 110902 ÇERKEZKÖY/TEKİRDAĞ;2022-06-15 08:51:00.670;2022-06-15 08:51:19.863
279;22022022-000067;2022-02-22 08:50:58.587;2291;Saliha Seçkin;K;1970-09-04;000800;Z.YAĞI SIZMA 1LT TNK;122;MARKA-199;GIDA;SIVI YAĞLAR;ZEYTİNYAĞI;4;128,92;515,68;Karadeniz;Sinop;AYANCIK;TÜRKMEN KÖYÜ;TÜRKMEN KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:604 109517 AYANCIK/SİNOP;2022-02-22 08:51:14.817;2022-02-22 08:52:21.283
280;22022022-000067;2022-02-22 08:50:58.587;2291;Saliha Seçkin;K;1970-09-04;000697;SIVI SABUN 300 ML FRAMBUAZ;18,4;MARKA-126;KOZMETİK;DUŞ BANYO;SIVI JEL SABUNLAR;1;18,95;18,95;Karadeniz;Sinop;AYANCIK;TÜRKMEN KÖYÜ;TÜRKMEN KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:604 109517 AYANCIK/SİNOP;2022-02-22 08:51:17.983;2022-02-22 08:52:21.283
281;22022022-000067;2022-02-22 08:50:58.587;2291;Saliha Seçkin;K;1970-09-04;000978;MASA ÖRTÜSÜ 132*178CM;159,2;MARKA-198;EV;EV TEKSTİL;MUTFAK;3;173,82;521,46;Karadeniz;Sinop;AYANCIK;TÜRKMEN KÖYÜ;TÜRKMEN KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:604 109517 AYANCIK/SİNOP;2022-02-22 08:51:32.810;2022-02-22 08:52:21.283
282;22022022-000067;2022-02-22 08:50:58.587;2291;Saliha Seçkin;K;1970-09-04;000499;MEN STICK DEO EXTRA FRESH 50ML;76;MARKA-69;KOZMETİK;PARFÜM DEODORANT;STICK;2;54,67;109,34;Karadeniz;Sinop;AYANCIK;TÜRKMEN KÖYÜ;TÜRKMEN KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:604 109517 AYANCIK/SİNOP;2022-02-22 08:51:37.893;2022-02-22 08:52:21.283
283;22022022-000067;2022-02-22 08:50:58.587;2291;Saliha Seçkin;K;1970-09-04;001109;BUZDOLABI POŞETİ 20*30;7,6;MARKA-52;EV;MUTFAK EŞYA GEREÇLERİ;ÜRÜN SAKLAMA;4;9,45;37,8;Karadeniz;Sinop;AYANCIK;TÜRKMEN KÖYÜ;TÜRKMEN KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:604 109517 AYANCIK/SİNOP;2022-02-22 08:51:49.827;2022-02-22 08:52:21.283
